name,wikipedia_site,logo_url,official_site,id
UnrealScript,https://en.wikipedia.org/wiki/UnrealScript,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/UE_Logo_Black_Centered.svg/140px-UE_Logo_Black_Centered.svg.png,https://www.unrealengine.com/en-US/what-is-unreal-engine-4,
Visual Basic,https://en.wikipedia.org/wiki/Visual_Basic,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Visual_Basic_6.0_logo.png/210px-Visual_Basic_6.0_logo.png,https://msdn.microsoft.com/en-us/library/windows/desktop/ms788229.aspx,
Visual FoxPro,https://en.wikipedia.org/wiki/Visual_FoxPro,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/VisualFoxProScreenshot.png/300px-VisualFoxProScreenshot.png,https://msdn.microsoft.com/en-us/library/mt490117,
Visual Prolog,https://en.wikipedia.org/wiki/Visual_Prolog,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Visual_Prolog_IDE_Screenshot.png/300px-Visual_Prolog_IDE_Screenshot.png,http://www.visual-prolog.com/,
vvvv,https://en.wikipedia.org/wiki/Vvvv,https://upload.wikimedia.org/wikipedia/commons/3/3c/VVVV_logo_schwarz.png,https://vvvv.org/,
Whiley,https://en.wikipedia.org/wiki/Whiley_(programming_language),https://upload.wikimedia.org/wikipedia/commons/c/cd/Whiley_Logo.png,http://whiley.org/,
Windows PowerShell,https://en.wikipedia.org/wiki/Windows_PowerShell,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/PowerShell_5.0_icon.png/64px-PowerShell_5.0_icon.png,https://msdn.microsoft.com/en-us/powershell,
Wolfram Language,https://en.wikipedia.org/wiki/Wolfram_Language,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Wolfram_Language_Logo_2016.svg/220px-Wolfram_Language_Logo_2016.svg.png,https://www.wolfram.com/language/,
Xojo,https://en.wikipedia.org/wiki/Xojo,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Xojo_Company_Logo.png/64px-Xojo_Company_Logo.png,http://xojo.com/,
Xtend,https://en.wikipedia.org/wiki/Xtend,https://upload.wikimedia.org/wikipedia/commons/4/4c/Xtend-logo-c.png,http://www.eclipse.org/xtend/,
Yoix,https://en.wikipedia.org/wiki/Yoix,https://upload.wikimedia.org/wikipedia/en/f/f4/Yoixlogo.png,https://github.com/att/yoix,
Zsh,https://en.wikipedia.org/wiki/Z_shell,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Zsh-demo.png/250px-Zsh-demo.png,http://www.zsh.org/,
